Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/130/385/GCF_018130385.1_genomic.fna.gz	2.4459	5.4927	96.11	0.624	95.98-96.26	0.624	0.58-0.65	1	1.563	4821/34779	93.82	324	NZ_JAFCLU010000001.1 Bradyrhizobium sp. AUGA SZCCT0283 NODE_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/596/315/GCF_018596315.1_genomic.fna.gz	1.9670	5.2838	95.14	0.502	94.95-95.32	0.502	0.47-0.54	1	1.409	3578/41730	92.38	1982	NZ_JAHEAG010000001.1 Bradyrhizobium sp. SRL28 1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/219/925/GCA_003219925.1_genomic.fna.gz	1.9134	1.1200	97.60	0.488	97.35-97.88	0.488	0.44-0.53	1	1.387	1688/9116	94.71	0	QHQU01000334.1 MAG: Verrucomicrobia bacterium isolate AV12 14_0927_12_20cm_scaffold_100789_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/841/195/GCA_030841195.1_genomic.fna.gz	1.7223	1.5783	96.00	0.439	95.68-96.36	0.439	0.39-0.49	1	1.363	1458/14220	92.92	56	JAVEDA010000002.1 MAG: Actinomycetota bacterium isolate BP_166 scaffold_1001222, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/218/415/GCA_003218415.1_genomic.fna.gz	1.5682	0.8934	95.23	0.400	94.67-95.70	0.400	0.34-0.49	1	1.307	645/8726	91.94	32	QHNK01000107.1 MAG: Verrucomicrobia bacterium isolate AV78 14_0929_05_30cm_scaffold_10029_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/014/523/685/GCA_014523685.1_genomic.fna.gz	1.5610	0.8182	96.34	0.398	95.73-96.79	0.398	0.34-0.47	1	1.325	835/7922	93.00	7	JAATVT010000067.1 Nitrososphaerales archaeon TH5893 k141_10029835, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/275/GCA_025935275.1_genomic.fna.gz	1.5139	0.9488	98.00	0.386	97.66-98.42	0.386	0.34-0.43	1	1.464	1711/9629	94.58	0	JAICVP010000303.1 MAG: Thermoleophilia bacterium isolate HEB_ISSM_2_bin.17 k141_1004490_length_2549_cov_12.6512, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/014/523/595/GCA_014523595.1_genomic.fna.gz	1.4897	0.4970	97.43	0.380	96.95-97.93	0.380	0.32-0.45	1	1.336	735/5107	93.94	9	JAATVN010000047.1 Nitrososphaerales archaeon TH5888 k141_10314036, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/217/875/GCA_003217875.1_genomic.fna.gz	1.4720	1.0033	95.03	0.375	94.53-95.49	0.375	0.31-0.45	1	1.399	692/10489	91.60	52	QHMR01000157.1 MAG: Verrucomicrobia bacterium isolate AV95 14_1009_16_20cm_scaffold_10040_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/708/035/GCF_009708035.1_genomic.fna.gz	1.4076	1.5311	95.53	0.359	95.21-95.87	0.359	0.32-0.40	1	1.282	1264/16943	91.97	54	NZ_WMBQ01000001.1 Hyphomicrobium album strain XQ2 xq_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/221/615/GCA_003221615.1_genomic.fna.gz	1.3516	2.7236	95.07	0.345	94.79-95.31	0.345	0.31-0.38	1	1.268	1939/31227	91.43	29	QHSQ01000289.1 MAG: Candidatus Rokubacteria bacterium isolate AR27 14_0903_09_40cm_scaffold_10023_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/014/381/105/GCA_014381105.1_genomic.fna.gz	1.2706	0.3652	97.14	0.324	96.61-97.63	0.324	0.26-0.39	1	1.252	520/4522	93.26	19	JACMIO010000111.1 MAG: bacterium isolate ES-bin-123 ES-bin-123-contig-k141_10063097, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/565/645/GCF_017565645.3_genomic.fna.gz	1.2495	3.9645	97.24	0.319	97.07-97.43	0.319	0.29-0.34	1	1.325	5215/44609	93.31	22	NZ_CP086136.1 Bradyrhizobium barranii subsp. barranii strain 144S4 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/445/GCA_025935445.1_genomic.fna.gz	1.2313	0.5667	97.56	0.314	97.04-98.03	0.314	0.26-0.37	1	1.318	889/6950	93.58	145	JAICVG010000316.1 MAG: Nitrososphaera sp. isolate HEB_FP_1_bin.28 k141_1011455_length_2333_cov_12.3312, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/216/665/GCF_004216665.1_genomic.fna.gz	1.1602	1.2395	95.30	0.296	94.78-95.82	0.296	0.25-0.35	1	1.265	980/16549	91.29	48	NZ_SGWY01000001.1 Agromyces ramosus strain DSM 43045 Ga0310469_11, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/155/845/GCA_021155845.1_genomic.fna.gz	1.0596	0.6231	96.13	0.270	95.50-96.72	0.270	0.22-0.34	1	1.185	647/9111	91.82	24	JAJNBK010000341.1 MAG: Nitrososphaeraceae archaeon isolate C_No_T20_B_bin.119 scaffold_100725, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/732/285/GCA_021732285.1_genomic.fna.gz	1.0415	1.8441	95.40	0.266	94.92-95.73	0.266	0.23-0.30	1	1.183	1511/27284	91.09	774	JAKFVH010000009.1 MAG: Reyranella sp. isolate D3_Bin_12 D3_0000075, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/922/735/GCA_025922735.1_genomic.fna.gz	1.0413	0.4770	98.83	0.266	98.36-99.31	0.266	0.22-0.31	1	1.162	1149/6945	94.36	0	JAICHI010000001.1 MAG: Nitrososphaeraceae archaeon isolate F1_bin.4 k141_1827112_length_27272_cov_12.0521, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/934/255/GCA_025934255.1_genomic.fna.gz	1.0340	0.9890	95.31	0.264	94.75-95.85	0.264	0.22-0.32	1	1.381	800/14755	91.03	23	JAICYJ010000106.1 MAG: Thermoleophilia bacterium isolate LS_ISSM_2_bin.20 k141_1045234_length_5173_cov_180.4756, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/992/495/GCF_007992495.1_genomic.fna.gz	1.0253	2.8099	96.81	0.262	96.59-97.04	0.262	0.24-0.28	1	1.242	3632/42079	92.40	42	NZ_BKAJ01000001.1 Reyranella soli strain NBRC 108950 sequence001, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/879/255/GCA_005879255.1_genomic.fna.gz	0.9767	2.3890	97.26	0.249	97.02-97.50	0.249	0.23-0.27	1	1.161	3562/37495	92.69	12	VBKY01000467.1 MAG: Deltaproteobacteria bacterium isolate DP_21 14_1009_16_40cm_scaffold_100243, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/966/445/GCA_025966445.1_genomic.fna.gz	0.9693	0.7645	97.04	0.247	96.60-97.51	0.247	0.21-0.28	1	1.299	1088/12328	92.47	32	JAICRP010000232.1 MAG: Nocardioides sp. isolate TY_ISSM_2_bin.27 k141_100200_length_4877_cov_8.0000, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/595/GCA_025935595.1_genomic.fna.gz	0.9606	0.7177	97.59	0.245	97.12-98.17	0.245	0.20-0.28	1	1.412	1210/11320	93.04	14	JAICUZ010000054.1 MAG: Burkholderiales bacterium isolate HEB_FP_1_bin.11 k141_104339_length_11717_cov_10.9831, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/937/665/GCA_025937665.1_genomic.fna.gz	0.9478	0.5386	96.46	0.242	95.81-96.98	0.242	0.19-0.30	1	1.173	631/8784	91.86	240	JAICQW010000016.1 MAG: Nitrososphaeraceae archaeon isolate TY_HYHR_2_bin.13 k141_1002428_length_17762_cov_13.2941, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/812/335/GCF_030812335.1_genomic.fna.gz	0.9100	1.1718	96.87	0.232	96.50-97.21	0.232	0.20-0.26	1	1.217	1593/20092	92.15	120	NZ_JAUSSN010000001.1 Pseudarthrobacter oxydans strain CC185 Ga0466896_01, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/774/295/GCA_030774295.1_genomic.fna.gz	0.8842	0.4182	97.68	0.226	97.04-98.24	0.226	0.18-0.27	1	1.296	716/7181	92.83	25	JALYLJ010000001.1 MAG: Thermoproteota archaeon isolate AFD bin36 SD1484-86_k127_429992, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/836/705/GCF_016836705.1_genomic.fna.gz	0.8796	1.7865	96.72	0.224	96.34-97.07	0.224	0.20-0.25	1	1.200	2300/31439	91.91	52	NZ_JAFCGY010000100.1 Mesorhizobium caraganae strain LMG 24397 NODE_100_length_1040_cov_189.526835, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/619/905/GCF_000619905.2_genomic.fna.gz	0.8553	0.7642	98.56	0.218	98.19-98.92	0.218	0.19-0.25	1	1.128	1731/13534	93.58	0	NZ_CP012371.1 Nitrosospira briensis C-128 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/142/705/GCF_900142705.1_genomic.fna.gz	0.8295	0.7405	96.46	0.212	95.91-96.96	0.212	0.17-0.26	1	1.119	889/13943	91.50	371	NZ_FRBV01000034.1 Nitrosospira sp. Nsp11, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/156/345/GCA_021156345.1_genomic.fna.gz	0.8047	0.4079	96.37	0.205	95.58-97.16	0.205	0.16-0.26	1	1.219	479/7929	91.34	1	JAJNDJ010000297.1 MAG: Rubrobacteraceae bacterium isolate C_No_T20_B_bin.25 scaffold_100735, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/918/935/GCA_001918935.1_genomic.fna.gz	0.8027	0.6403	97.42	0.205	96.89-97.81	0.205	0.17-0.25	1	1.113	1031/12267	92.32	56	MNGW01000128.1 MAG: Acidobacteriales bacterium 13_1_40CM_3_55_5 13_1_40cm_3_scaffold_10262, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/720/245/GCF_009720245.1_genomic.fna.gz	0.7906	0.6296	95.56	0.202	94.90-96.23	0.202	0.16-0.26	1	1.283	572/12431	90.55	29	NZ_WJSQ01000001.1 Sphingomonas segetis strain YJ09 1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/029/240/595/GCA_029240595.1_genomic.fna.gz	0.7770	0.5970	98.45	0.198	97.88-98.80	0.198	0.17-0.23	1	1.107	1341/11864	93.21	20	JARDZZ010000216.1 MAG: Nitrospira sp. isolate C_No_T0_bin.34 scaffold_10150, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/924/815/GCA_025924815.1_genomic.fna.gz	0.7672	0.7033	97.84	0.196	97.36-98.30	0.196	0.16-0.23	1	1.308	1330/14263	92.63	0	JAICHQ010000001.1 MAG: Nocardioides sp. isolate GZL_FP_2_bin.14 k141_994859_length_132803_cov_20.8197, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/764/445/GCF_014764445.1_genomic.fna.gz	0.7448	0.9909	96.77	0.190	96.31-97.12	0.190	0.17-0.22	1	1.159	1280/20044	91.51	1	NZ_CP061721.1 Pseudarthrobacter sp. BIM B-2242 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/428/385/GCF_001428385.1_genomic.fna.gz	0.7390	0.7346	95.54	0.188	94.93-96.18	0.188	0.15-0.23	1	1.212	656/15343	90.33	21	NZ_LMSK01000001.1 Rhodanobacter sp. Soil772 contig_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/928/375/GCA_025928375.1_genomic.fna.gz	0.7370	0.9216	99.40	0.188	99.10-99.68	0.188	0.17-0.21	1	1.100	2790/19184	93.97	0	JAICJP010000009.1 MAG: Candidatus Sulfotelmatobacter sp. isolate GZL_FP_2_bin.189 k141_1001608_length_31483_cov_49.0751, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/864/915/GCF_009864915.1_genomic.fna.gz	0.7220	1.7376	95.96	0.184	95.50-96.39	0.184	0.16-0.21	1	1.243	1783/37153	90.67	60	NZ_WWGE01000001.1 Streptomyces sp. SID8377 SID8377.c1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/224/905/GCA_003224905.1_genomic.fna.gz	0.7177	1.1268	95.49	0.183	94.95-95.99	0.183	0.15-0.22	1	1.130	981/24028	90.20	9	QIAA01000069.1 MAG: Acidobacteria bacterium isolate gp1 AA141 14_1009_16_30cm_scaffold_10031_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/022/568/775/GCF_022568775.1_genomic.fna.gz	0.6933	0.5854	95.63	0.177	94.86-96.39	0.177	0.13-0.23	1	1.209	545/13135	90.24	58	NZ_JAKZHW010000001.1 Sphingomonas telluris strain SM33 1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/718/555/GCF_000718555.1_genomic.fna.gz	0.6724	1.3035	97.09	0.171	96.60-97.48	0.171	0.15-0.20	1	1.227	1974/30373	91.56	13	NZ_JOAN01000001.1 Micromonospora chokoriensis strain NRRL B-24750 contig1.1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/323/355/GCA_021323355.1_genomic.fna.gz	0.6690	0.7413	95.03	0.171	94.24-95.65	0.171	0.14-0.22	1	1.185	569/17169	89.59	649	JAJONK010000116.1 MAG: Deltaproteobacteria bacterium isolate C_No_T20_B_bin.39 scaffold_10010, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/924/215/GCA_025924215.1_genomic.fna.gz	0.6494	0.9602	97.81	0.166	97.39-98.22	0.166	0.14-0.19	1	1.094	1767/22510	92.12	7	JAICEJ010000001.1 MAG: Candidatus Binatia bacterium isolate BD_FP_2_bin.16 k141_725855_length_40989_cov_19.2330, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/188/345/GCF_900188345.1_genomic.fna.gz	0.6119	1.8363	95.35	0.156	94.93-95.76	0.156	0.14-0.18	1	1.222	1565/46228	89.65	90	NZ_FZOD01000180.1 Streptosporangium subroseum strain CGMCC 4.2132, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/435/GCA_025935435.1_genomic.fna.gz	0.6102	0.5958	95.77	0.156	94.85-96.49	0.156	0.11-0.21	1	1.205	575/14853	90.04	11	JAICVH010000765.1 MAG: Burkholderiales bacterium isolate HEB_FP_1_bin.29 k141_1001410_length_1521_cov_14.3406, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/426/705/GCF_001426705.1_genomic.fna.gz	0.5954	0.7714	96.78	0.152	96.18-97.40	0.152	0.12-0.18	1	1.226	1066/20210	90.95	36	NZ_LMFC01000001.1 Cellulomonas sp. Root485 contig_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/822/765/GCA_013822765.1_genomic.fna.gz	0.5662	0.9182	97.16	0.144	96.65-97.72	0.144	0.12-0.17	1	1.221	1435/25355	91.15	26	PNKY01000001.1 MAG: Rhodospirillum sp. isolate PB1.008 PB1_1000001_1249324, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/914/815/GCA_001914815.1_genomic.fna.gz	0.5128	0.3960	98.89	0.131	98.21-99.54	0.131	0.10-0.16	1	1.075	1068/12049	92.48	0	MNDG01000112.1 MAG: Acidobacteriales bacterium 13_2_20CM_55_8 13_2_20cm_scaffold_10092, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/802/205/GCF_000802205.1_genomic.fna.gz	0.5105	0.4874	96.54	0.130	95.61-97.38	0.130	0.10-0.18	1	1.071	591/14130	90.27	3	NZ_CP012850.1 Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/937/615/GCA_025937615.1_genomic.fna.gz	0.4990	0.2610	96.83	0.127	95.57-97.99	0.127	0.08-0.19	1	1.152	362/8011	90.49	8	JAICRA010000387.1 MAG: Thermomicrobiales bacterium isolate TY_HYHR_2_bin.23 k141_1001921_length_1583_cov_4.7836, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/927/575/GCA_025927575.1_genomic.fna.gz	0.4352	0.6343	97.48	0.111	96.70-98.14	0.111	0.09-0.14	1	1.064	1091/22366	90.72	6	JAICLJ010000065.1 MAG: Bryobacteraceae bacterium isolate GZL_HY_2_bin.135 k141_1007983_length_25823_cov_21.9520, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/02_FiltData/A-R1-30_S41_L003_R1_filt.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/010/965/GCF_003010965.1_genomic.fna.gz	0.3903	0.6907	95.79	0.100	94.94-96.78	0.100	0.07-0.13	1	1.073	702/27495	88.84	100	NZ_PGGM01000010.1 Phyllobacterium sophorae strain CCBAU 03422 NODE_10_length_232145_cov_44.9623, whole genome shotgun sequence
