Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/027/655/GCA_020027655.1_genomic.fna.gz	1.2140	1.6603	96.00	1.250	95.87-96.09	1.250	1.19-1.33	2	2.378	4291/21066	95.00	69	JAHKKJ010000040.1 MAG: Deltaproteobacteria bacterium isolate CR_Sed_300A_bin.10 scaffold_100, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/014/381/105/GCA_014381105.1_genomic.fna.gz	1.1931	0.3407	98.08	1.229	97.88-98.28	1.229	1.07-1.34	2	1.977	1782/4522	97.04	3	JACMIO010000111.1 MAG: bacterium isolate ES-bin-123 ES-bin-123-contig-k141_10063097, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/275/GCA_025935275.1_genomic.fna.gz	1.1254	0.7009	98.74	1.159	98.61-98.86	1.159	1.09-1.24	2	2.233	4554/9629	97.61	25	JAICVP010000303.1 MAG: Thermoleophilia bacterium isolate HEB_ISSM_2_bin.17 k141_1004490_length_2549_cov_12.6512, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/218/915/GCA_003218915.1_genomic.fna.gz	1.0513	0.8447	95.19	1.083	94.97-95.43	1.083	0.96-1.21	2	3.411	1811/12287	94.01	928	QHPC01000078.1 MAG: Verrucomicrobia bacterium isolate AV38 14_0927_05_40cm_scaffold_10088_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/841/195/GCA_030841195.1_genomic.fna.gz	0.9665	0.8801	96.72	0.995	96.56-96.83	0.995	0.94-1.07	1	1.880	3264/14220	95.36	64	JAVEDA010000002.1 MAG: Actinomycetota bacterium isolate BP_166 scaffold_1001222, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/130/385/GCF_018130385.1_genomic.fna.gz	0.9356	2.0876	96.05	0.963	95.94-96.15	0.963	0.91-1.01	2	2.221	6276/34779	94.63	2976	NZ_JAFCLU010000001.1 Bradyrhizobium sp. AUGA SZCCT0283 NODE_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/774/295/GCA_030774295.1_genomic.fna.gz	0.9288	0.4364	97.52	0.956	97.29-97.70	0.956	0.87-1.05	1	1.663	2086/7181	96.09	66	JALYLJ010000001.1 MAG: Thermoproteota archaeon isolate AFD bin36 SD1484-86_k127_429992, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/883/135/GCA_005883135.1_genomic.fna.gz	0.8851	1.4394	95.48	0.912	95.32-95.60	0.912	0.86-0.97	2	2.682	3730/25417	94.00	503	VAZM01000144.1 MAG: Alphaproteobacteria bacterium isolate AP_8 14_0903_02_30cm_scaffold_10007, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/937/665/GCA_025937665.1_genomic.fna.gz	0.8694	0.4909	97.05	0.895	96.82-97.19	0.895	0.83-0.97	1	1.682	2089/8784	95.47	687	JAICQW010000016.1 MAG: Nitrososphaeraceae archaeon isolate TY_HYHR_2_bin.13 k141_1002428_length_17762_cov_13.2941, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/596/315/GCF_018596315.1_genomic.fna.gz	0.8633	2.3041	97.15	0.889	97.05-97.24	0.889	0.85-0.93	2	2.487	10229/41730	95.57	433	NZ_JAHEAG010000001.1 Bradyrhizobium sp. SRL28 1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/773/975/GCA_030773975.1_genomic.fna.gz	0.8592	0.4079	95.02	0.885	94.70-95.36	0.885	0.74-0.99	2	2.550	943/7487	93.54	30	JALYLY010000001.1 MAG: Actinomycetota bacterium isolate AFD bin51 SD1486_k127_590950, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/062/295/GCF_003062295.1_genomic.fna.gz	0.8316	2.0485	95.45	0.856	95.33-95.58	0.856	0.79-0.90	1	1.959	5280/38225	93.81	4107	NZ_PYCN01000099.1 Bradyrhizobium algeriense strain RST91 NODE_100_length_3566_cov_94.1788_ID_5792, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/219/465/GCA_003219465.1_genomic.fna.gz	0.8312	0.9642	95.33	0.856	95.13-95.52	0.856	0.78-0.92	2	3.076	2444/18200	93.73	103	QHOX01000279.1 MAG: Verrucomicrobia bacterium isolate AV42 14_1009_16_30cm_scaffold_100182_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/221/615/GCA_003221615.1_genomic.fna.gz	0.8071	1.6160	95.78	0.831	95.64-95.96	0.831	0.78-0.87	1	1.758	4728/31227	94.09	70	QHSQ01000289.1 MAG: Candidatus Rokubacteria bacterium isolate AR27 14_0903_09_40cm_scaffold_10023_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/218/415/GCA_003218415.1_genomic.fna.gz	0.8014	0.4536	96.43	0.825	96.22-96.63	0.825	0.75-0.90	1	1.777	1629/8726	94.73	67	QHNK01000107.1 MAG: Verrucomicrobia bacterium isolate AV78 14_0929_05_30cm_scaffold_10029_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/928/375/GCA_025928375.1_genomic.fna.gz	0.7938	0.9863	99.72	0.817	99.64-99.83	0.817	0.78-0.85	1	1.493	9974/19184	97.91	0	JAICJP010000009.1 MAG: Candidatus Sulfotelmatobacter sp. isolate GZL_FP_2_bin.189 k141_1001608_length_31483_cov_49.0751, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/708/035/GCF_009708035.1_genomic.fna.gz	0.7909	0.8548	96.22	0.814	96.03-96.40	0.814	0.75-0.87	1	1.674	2913/16943	94.48	102	NZ_WMBQ01000001.1 Hyphomicrobium album strain XQ2 xq_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/922/735/GCA_025922735.1_genomic.fna.gz	0.7432	0.3383	99.33	0.765	99.17-99.51	0.765	0.71-0.81	1	1.657	3061/6945	97.39	0	JAICHI010000001.1 MAG: Nitrososphaeraceae archaeon isolate F1_bin.4 k141_1827112_length_27272_cov_12.0521, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/619/905/GCF_000619905.2_genomic.fna.gz	0.7373	0.6545	98.72	0.759	98.60-98.85	0.759	0.72-0.80	1	1.522	4916/13534	96.79	1	NZ_CP012371.1 Nitrosospira briensis C-128 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/152/105/GCA_030152105.1_genomic.fna.gz	0.7360	1.0186	98.35	0.758	98.22-98.48	0.758	0.71-0.80	2	3.204	7252/21444	96.56	5	JASLIH010000404.1 MAG: Actinomycetes bacterium isolate UTK.bins.114 k141_10010476, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/155/845/GCA_021155845.1_genomic.fna.gz	0.7289	0.4259	97.15	0.751	96.91-97.35	0.751	0.68-0.82	1	1.822	1999/9111	95.22	35	JAJNBK010000341.1 MAG: Nitrososphaeraceae archaeon isolate C_No_T20_B_bin.119 scaffold_100725, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/217/875/GCA_003217875.1_genomic.fna.gz	0.7279	0.4930	96.95	0.750	96.73-97.13	0.750	0.69-0.81	1	1.779	2175/10489	95.05	36	QHMR01000157.1 MAG: Verrucomicrobia bacterium isolate AV95 14_1009_16_20cm_scaffold_10040_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/934/255/GCA_025934255.1_genomic.fna.gz	0.7177	0.6821	96.21	0.739	95.98-96.40	0.739	0.67-0.80	1	1.620	2406/14755	94.32	28	JAICYJ010000106.1 MAG: Thermoleophilia bacterium isolate LS_ISSM_2_bin.20 k141_1045234_length_5173_cov_180.4756, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/879/255/GCA_005879255.1_genomic.fna.gz	0.7096	1.7247	97.88	0.731	97.80-97.96	0.731	0.70-0.76	1	1.558	10179/37495	95.88	19	VBKY01000467.1 MAG: Deltaproteobacteria bacterium isolate DP_21 14_1009_16_40cm_scaffold_100243, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/884/465/GCA_005884465.1_genomic.fna.gz	0.7088	0.7508	95.35	0.730	95.09-95.59	0.730	0.65-0.79	1	1.683	1969/16321	93.41	634	VAZH01000424.1 MAG: Alphaproteobacteria bacterium isolate AP_3 14_1009_16_30cm_scaffold_100117, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/014/523/685/GCA_014523685.1_genomic.fna.gz	0.7088	0.3691	98.31	0.730	98.08-98.54	0.730	0.66-0.80	1	1.815	2487/7922	96.33	4	JAATVT010000067.1 Nitrososphaerales archaeon TH5893 k141_10029835, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/565/645/GCF_017565645.3_genomic.fna.gz	0.6969	2.1970	98.33	0.718	98.25-98.41	0.718	0.70-0.74	1	1.648	13880/44609	96.30	40	NZ_CP086136.1 Bradyrhizobium barranii subsp. barranii strain 144S4 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/445/GCA_025935445.1_genomic.fna.gz	0.6652	0.3042	99.10	0.685	98.86-99.31	0.685	0.62-0.74	1	1.566	2674/6950	96.97	302	JAICVG010000316.1 MAG: Nitrososphaera sp. isolate HEB_FP_1_bin.28 k141_1011455_length_2333_cov_12.3312, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/221/295/GCA_003221295.1_genomic.fna.gz	0.6640	0.5475	95.28	0.684	95.03-95.61	0.684	0.59-0.75	1	2.175	1472/12827	93.25	292	QHRA01000047.1 MAG: Verrucomicrobia bacterium isolate AV114 14_0919_09_20cm_scaffold_1006_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/732/285/GCA_021732285.1_genomic.fna.gz	0.6331	1.1138	96.12	0.652	95.95-96.31	0.652	0.60-0.69	1	1.592	3910/27284	93.93	1546	JAKFVH010000009.1 MAG: Reyranella sp. isolate D3_Bin_12 D3_0000075, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/918/935/GCA_001918935.1_genomic.fna.gz	0.6011	0.4763	98.15	0.619	97.96-98.32	0.619	0.58-0.66	1	1.396	3230/12267	95.79	144	MNGW01000128.1 MAG: Acidobacteriales bacterium 13_1_40CM_3_55_5 13_1_40cm_3_scaffold_10262, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/029/240/595/GCA_029240595.1_genomic.fna.gz	0.5841	0.4459	99.20	0.601	99.04-99.39	0.601	0.56-0.64	1	1.377	4256/11864	96.75	0	JARDZZ010000216.1 MAG: Nitrospira sp. isolate C_No_T0_bin.34 scaffold_10150, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/812/335/GCF_030812335.1_genomic.fna.gz	0.5817	0.7442	97.52	0.599	97.33-97.69	0.599	0.56-0.64	1	1.433	4261/20092	95.12	188	NZ_JAUSSN010000001.1 Pseudarthrobacter oxydans strain CC185 Ga0466896_01, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/920/085/GCA_001920085.1_genomic.fna.gz	0.5703	0.2939	96.33	0.587	96.00-96.67	0.587	0.50-0.66	1	2.136	1228/8049	94.12	37	MNJC01000023.1 MAG: Actinobacteria bacterium 13_1_20CM_4_69_9 13_1_20cm_4_scaffold_1000, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/489/515/GCF_014489515.1_genomic.fna.gz	0.5574	0.4250	95.42	0.574	95.15-95.81	0.574	0.49-0.64	1	1.456	1240/11929	92.96	154	NZ_CP060782.1 Sphingomonas sediminicola strain KACC 15039 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/142/705/GCF_900142705.1_genomic.fna.gz	0.5573	0.4943	96.94	0.574	96.72-97.15	0.574	0.52-0.62	1	1.368	2364/13943	94.44	795	NZ_FRBV01000034.1 Nitrosospira sp. Nsp11, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/794/615/GCA_016794615.1_genomic.fna.gz	0.5266	0.6353	95.04	0.542	94.77-95.30	0.542	0.48-0.59	1	1.681	1683/18790	92.51	143	JAEUJO010000292.1 MAG: Pseudonocardia sp. isolate new MAG-71 k141_1000872, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/836/705/GCF_016836705.1_genomic.fna.gz	0.5243	1.0581	97.75	0.540	97.63-97.91	0.540	0.50-0.56	1	1.443	6635/31439	95.11	71	NZ_JAFCGY010000100.1 Mesorhizobium caraganae strain LMG 24397 NODE_100_length_1040_cov_189.526835, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/935/595/GCA_025935595.1_genomic.fna.gz	0.5210	0.3867	99.19	0.537	99.00-99.37	0.537	0.50-0.57	1	1.552	3798/11320	96.54	0	JAICUZ010000054.1 MAG: Burkholderiales bacterium isolate HEB_FP_1_bin.11 k141_104339_length_11717_cov_10.9831, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/966/445/GCA_025966445.1_genomic.fna.gz	0.5182	0.4061	97.27	0.534	96.97-97.57	0.534	0.47-0.58	1	1.576	2232/12328	94.64	46	JAICRP010000232.1 MAG: Nocardioides sp. isolate TY_ISSM_2_bin.27 k141_100200_length_4877_cov_8.0000, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/110/395/GCA_900110395.1_genomic.fna.gz	0.5063	1.1452	95.22	0.521	94.98-95.42	0.521	0.48-0.56	1	1.477	3211/35303	92.56	2827	FODP01000061.1 Rhodospirillales bacterium URHD0017 genome assembly, contig: N556DRAFT_scaffold00061.61, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/992/495/GCF_007992495.1_genomic.fna.gz	0.5037	1.3715	97.82	0.519	97.70-97.95	0.519	0.49-0.54	1	1.550	8815/42079	95.08	50	NZ_BKAJ01000001.1 Reyranella soli strain NBRC 108950 sequence001, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/914/815/GCA_001914815.1_genomic.fna.gz	0.4982	0.3823	98.87	0.513	98.70-99.07	0.513	0.47-0.54	1	1.316	3462/12049	96.06	0	MNDG01000112.1 MAG: Acidobacteriales bacterium 13_2_20CM_55_8 13_2_20cm_scaffold_10092, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/221/655/GCA_003221655.1_genomic.fna.gz	0.4977	0.6166	95.24	0.512	94.93-95.56	0.512	0.44-0.56	1	1.502	1754/19381	92.54	170	QHSV01000345.1 MAG: Candidatus Rokubacteria bacterium isolate AR22 14_0903_16_40cm_scaffold_10057_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/877/535/GCA_005877535.1_genomic.fna.gz	0.4824	0.3103	95.79	0.497	95.42-96.19	0.497	0.41-0.56	1	1.376	1055/10017	93.00	10	VBOM01000483.1 MAG: Nitrospirae bacterium isolate NS_10 14_0903_09_40cm_scaffold_102386, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/222/295/GCA_003222295.1_genomic.fna.gz	0.4815	0.7030	95.71	0.496	95.50-95.98	0.496	0.45-0.54	1	1.456	2327/22715	92.91	13	QHVP01000648.1 MAG: Acidobacteria bacterium isolate AA29 14_0903_13_30cm_scaffold_10066817_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/428/385/GCF_001428385.1_genomic.fna.gz	0.4743	0.4685	95.78	0.488	95.52-96.12	0.488	0.43-0.54	1	1.427	1601/15343	92.97	36	NZ_LMSK01000001.1 Rhodanobacter sp. Soil772 contig_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/156/345/GCA_021156345.1_genomic.fna.gz	0.4705	0.2370	97.79	0.484	97.50-98.12	0.484	0.42-0.54	1	1.445	1560/7929	94.89	1	JAJNDJ010000297.1 MAG: Rubrobacteraceae bacterium isolate C_No_T20_B_bin.25 scaffold_100735, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/154/065/GCA_021154065.1_genomic.fna.gz	0.4621	0.4494	96.33	0.476	96.08-96.61	0.476	0.43-0.52	1	1.442	1872/15349	93.44	112	JAJKJG010000001.1 MAG: Methylobacterium sp. isolate b42_HoplandSoilSeptJan k101_1002805, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/802/205/GCF_000802205.1_genomic.fna.gz	0.4432	0.4204	96.57	0.456	96.29-96.85	0.456	0.41-0.50	1	1.273	1791/14130	93.55	4	NZ_CP012850.1 Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome, complete genome
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/130/165/GCF_018130165.1_genomic.fna.gz	0.4428	0.9841	96.12	0.456	95.92-96.31	0.456	0.42-0.49	1	1.537	3809/34620	93.13	1521	NZ_JAFCLZ010000001.1 Bradyrhizobium sp. JYMT SZCCT0180 NODE_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/924/215/GCA_025924215.1_genomic.fna.gz	0.4385	0.6442	98.57	0.452	98.42-98.76	0.452	0.42-0.47	1	1.306	5331/22510	95.46	12	JAICEJ010000001.1 MAG: Candidatus Binatia bacterium isolate BD_FP_2_bin.16 k141_725855_length_40989_cov_19.2330, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/224/905/GCA_003224905.1_genomic.fna.gz	0.4317	0.6734	96.62	0.445	96.39-96.85	0.445	0.40-0.48	1	1.356	3030/24028	93.54	18	QIAA01000069.1 MAG: Acidobacteria bacterium isolate gp1 AA141 14_1009_16_30cm_scaffold_10031_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/927/545/GCA_025927545.1_genomic.fna.gz	0.4260	0.4103	95.71	0.439	95.40-96.09	0.439	0.38-0.49	1	1.610	1388/14749	92.66	11	JAICLE010000097.1 MAG: Gemmatimonadales bacterium isolate GZL_HY_2_bin.118 k141_1009839_length_12359_cov_12.2468, whole genome shotgun sequence
/scratch/alpine/clbd1748/AndesAg/Comb/A-R2-30_R1_combined.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/504/395/GCF_029504395.1_genomic.fna.gz	0.4151	0.5481	96.09	0.427	95.83-96.40	0.427	0.39-0.46	1	1.361	2131/20633	92.94	438	NZ_JAQFIF010000001.1 Arthrobacter sp. ES3-54 Ga0498888_01, whole genome shotgun sequence
